transaction_id,customer_id,transaction_date,channel,status,amount,cost,gross_profit
T0027890,C005014,2021-01-06,Mobile,Completed,340.67,227.6,113.07000000000002
T0032373,C004067,2021-01-06,Web,Completed,210.84,100.0,110.84
T0011320,C002649,2021-01-06,Web,Completed,214.6,130.43,84.16999999999999
T0007478,C003317,2021-01-07,Mobile,Completed,18.97,12.21,6.759999999999998
T0032641,C003693,2021-01-07,Web,Returned,397.36,213.87,183.49
T0030930,C004032,2021-01-07,Web,Completed,486.37,234.43,251.94
T0034797,C003025,2021-01-07,Store,Completed,479.96,226.25,253.70999999999998
T0038495,C009270,2021-01-07,Partner,Completed,402.13,216.79,185.34
T0033072,C001092,2021-01-07,Web,Completed,431.48,263.78,167.70000000000005
T0035216,C006507,2021-01-07,Store,Completed,200.45,65.78,134.67
T0014989,C004045,2021-01-07,Web,Returned,397.12,231.76,165.36
T0031894,C000274,2021-01-07,Web,Completed,454.23,147.96,306.27
T0001228,C007097,2021-01-07,Mobile,Completed,218.06,76.65,141.41
T0027189,C008571,2021-01-07,Store,Cancelled,134.41,74.93,59.47999999999999
T0020678,C004868,2021-01-07,Partner,Completed,422.14,131.65,290.49
T0004375,C002668,2021-01-07,Web,Cancelled,492.62,207.52,285.1
T0039192,C004580,2021-01-07,Mobile,Completed,357.5,229.65,127.85
T0032186,C009650,2021-01-07,Web,Completed,424.62,223.19,201.43
T0040428,C008369,2021-01-07,Mobile,Completed,303.39,108.89,194.5
T0038251,C002420,2021-01-07,Web,Returned,261.64,123.33,138.31
T0034969,C003510,2021-01-07,Partner,Completed,107.95,39.49,68.46000000000001
T0003838,C003998,2021-01-07,Web,Completed,437.49,160.78,276.71000000000004
T0042506,C000884,2021-01-07,Mobile,Completed,373.24,212.63,160.61
T0046494,C009703,2021-01-07,Web,Completed,26.54,8.51,18.03
T0008809,C002205,2021-01-08,Store,Completed,257.49,163.84,93.65
T0048649,C004484,2021-01-08,Store,Completed,384.93,230.92,154.01000000000002
T0010937,C001071,2021-01-08,Mobile,Completed,369.43,211.79,157.64000000000001
T0028545,C006421,2021-01-08,Web,Completed,124.09,39.31,84.78
T0012505,C004695,2021-01-08,Store,Cancelled,191.34,118.44,72.9
T0000223,C004653,2021-01-08,Web,Completed,93.82,33.41,60.41
T0003579,C004926,2021-01-08,Store,Returned,370.5,198.18,172.32
T0028154,C009363,2021-01-08,Mobile,Completed,228.9,77.85,151.05
T0004833,C009019,2021-01-08,Web,Completed,446.59,254.51,192.07999999999998
T0003798,C000904,2021-01-08,Web,Completed,30.78,9.4,21.380000000000003
T0000573,C004573,2021-01-08,Mobile,Completed,384.38,174.69,209.69
T0013644,C002613,2021-01-08,Mobile,Completed,385.62,167.46,218.16
T0038824,C004290,2021-01-08,Store,Returned,479.29,187.54,291.75
T0023578,C003009,2021-01-08,Web,Completed,366.36,154.15,212.21
T0012822,C004538,2021-01-09,Mobile,Returned,423.69,284.85,138.83999999999997
T0009169,C001670,2021-01-09,Store,Completed,353.34,118.28,235.05999999999997
T0038126,C004138,2021-01-09,Web,Completed,265.22,132.37,132.85000000000002
T0035010,C002428,2021-01-09,Web,Completed,109.0,44.14,64.86
T0029758,C009872,2021-01-09,Mobile,Completed,248.66,111.17,137.49
T0037215,C003346,2021-01-09,Web,Completed,44.21,19.72,24.490000000000002
T0029883,C004139,2021-01-09,Partner,Completed,310.43,189.56,120.87
T0032754,C005320,2021-01-09,Web,Cancelled,49.81,18.38,31.430000000000003
T0032973,C007853,2021-01-09,Partner,Completed,463.78,207.59,256.18999999999994
T0029868,C002391,2021-01-09,Web,Cancelled,130.46,54.19,76.27000000000001
T0043894,C000252,2021-01-09,Store,Completed,306.86,152.59,154.27
T0048377,C006562,2021-01-09,Web,Completed,343.47,223.07,120.40000000000003
T0022784,C008164,2021-01-09,Store,Cancelled,50.02,19.39,30.630000000000003
T0035258,C009813,2021-01-09,Web,Completed,473.84,221.76,252.07999999999998
T0041249,C000458,2021-01-09,Mobile,Completed,249.46,172.85,76.61000000000001
T0012302,C006832,2021-01-09,Partner,Completed,305.84,180.0,125.83999999999997
T0025569,C002355,2021-01-09,Store,Completed,362.79,222.84,139.95000000000002
T0049424,C005563,2021-01-09,Store,Completed,212.47,87.14,125.33
T0032098,C005755,2021-01-09,Mobile,Completed,398.55,159.7,238.85000000000002
T0040762,C008756,2021-01-09,Mobile,Returned,378.25,155.26,222.99
T0031514,C005114,2021-01-09,Mobile,Returned,264.43,99.04,165.39
T0015584,C008424,2021-01-09,Web,Completed,417.56,203.68,213.88
T0034467,C008379,2021-01-09,Mobile,Completed,171.99,58.12,113.87
T0037976,C006941,2021-01-10,Mobile,Completed,59.19,30.16,29.029999999999998
T0023384,C009988,2021-01-10,Web,Completed,454.12,265.63,188.49
T0035688,C007229,2021-01-10,Web,Completed,433.76,168.83,264.92999999999995
T0024175,C006381,2021-01-10,Web,Completed,361.99,132.57,229.42000000000002
T0017178,C000729,2021-01-10,Mobile,Completed,114.82,56.27,58.54999999999999
T0040602,C003475,2021-01-10,Store,Completed,347.84,198.98,148.85999999999999
T0030046,C009677,2021-01-10,Partner,Returned,41.34,25.11,16.230000000000004
T0029744,C007591,2021-01-10,Mobile,Cancelled,376.96,229.43,147.52999999999997
T0000291,C007620,2021-01-10,Web,Completed,184.29,97.49,86.8
T0020754,C000799,2021-01-10,Mobile,Completed,258.52,162.67,95.85
T0007408,C006543,2021-01-10,Web,Completed,422.58,294.69,127.88999999999999
T0049782,C006120,2021-01-10,Store,Completed,25.52,16.37,9.149999999999999
T0005049,C000796,2021-01-10,Web,Returned,193.82,108.39,85.42999999999999
T0014386,C001960,2021-01-10,Web,Returned,368.73,146.71,222.02
T0038745,C001220,2021-01-10,Store,Completed,97.1,51.78,45.31999999999999
T0034663,C008212,2021-01-10,Web,Completed,350.0,125.01,224.99
T0044509,C000920,2021-01-10,Mobile,Completed,193.69,77.73,115.96
T0016763,C009841,2021-01-10,Web,Completed,216.03,147.09,68.94
T0016029,C004858,2021-01-10,Mobile,Returned,480.37,250.37,230.0
T0019674,C001586,2021-01-10,Store,Returned,93.76,60.95,32.81
T0004415,C000787,2021-01-11,Mobile,Completed,470.87,245.04,225.83
T0014028,C002181,2021-01-11,Mobile,Completed,416.28,284.32,131.95999999999998
T0014851,C005082,2021-01-11,Mobile,Returned,405.38,266.8,138.57999999999998
T0038949,C006434,2021-01-11,Web,Completed,172.23,106.69,65.53999999999999
T0018232,C004339,2021-01-11,Store,Returned,74.69,28.2,46.489999999999995
T0025995,C003974,2021-01-11,Web,Completed,288.04,95.25,192.79000000000002
T0006709,C001984,2021-01-11,Store,Completed,210.88,98.29,112.58999999999999
T0015394,C007133,2021-01-11,Mobile,Completed,51.28,17.56,33.72
T0007066,C005329,2021-01-11,Partner,Completed,10.81,4.92,5.890000000000001
T0008442,C001986,2021-01-11,Web,Cancelled,474.62,166.97,307.65
T0045371,C008587,2021-01-11,Web,Returned,346.9,118.6,228.29999999999998
T0004053,C003825,2021-01-11,Mobile,Cancelled,113.94,52.91,61.03
T0007947,C006298,2021-01-11,Web,Completed,307.52,213.77,93.74999999999997
T0031253,C008252,2021-01-11,Web,Completed,30.55,18.43,12.120000000000001
T0047010,C009649,2021-01-11,Mobile,Completed,256.29,148.38,107.91000000000003
T0006779,C009598,2021-01-11,Web,Returned,223.57,109.79,113.77999999999999
T0037781,C009001,2021-01-11,Web,Completed,172.59,54.49,118.1
T0039505,C000517,2021-01-12,Web,Completed,219.62,108.59,111.03
T0029074,C008758,2021-01-12,Mobile,Completed,206.11,143.15,62.96000000000001
T0016313,C002939,2021-01-12,Store,Completed,438.23,186.8,251.43
T0034901,C003324,2021-01-12,Web,Completed,272.49,162.7,109.79000000000002
T0043012,C004273,2021-01-12,Web,Completed,106.34,36.66,69.68
T0021419,C008758,2021-01-12,Web,Completed,26.87,18.19,8.68
T0019158,C007001,2021-01-12,Mobile,Completed,304.47,114.3,190.17000000000002
T0049301,C005589,2021-01-12,Mobile,Completed,146.65,65.76,80.89
T0006804,C001464,2021-01-12,Web,Cancelled,339.63,116.48,223.14999999999998
T0027062,C003662,2021-01-12,Store,Completed,37.52,14.75,22.770000000000003
T0008893,C004096,2021-01-12,Mobile,Completed,161.84,103.78,58.06
T0031667,C000915,2021-01-12,Mobile,Completed,337.67,141.7,195.97000000000003
T0021757,C000852,2021-01-12,Web,Completed,261.31,166.02,95.28999999999999
T0034982,C002257,2021-01-12,Store,Completed,152.19,56.27,95.91999999999999
T0030494,C000501,2021-01-12,Web,Completed,471.37,217.96,253.41
T0012026,C006424,2021-01-12,Store,Completed,407.75,281.31,126.44
T0018683,C009658,2021-01-12,Web,Completed,347.22,126.85,220.37000000000003
T0016039,C004511,2021-01-12,Store,Returned,196.05,96.15,99.9
T0039586,C002300,2021-01-12,Web,Completed,356.1,174.56,181.54000000000002
T0000221,C001798,2021-01-12,Store,Completed,70.14,48.23,21.910000000000004
T0006249,C000694,2021-01-12,Web,Returned,390.29,248.18,142.11
T0036629,C005293,2021-01-13,Mobile,Completed,160.96,112.36,48.60000000000001
T0015546,C001042,2021-01-13,Web,Completed,329.4,172.94,156.45999999999998
T0034279,C001427,2021-01-13,Web,Returned,205.31,64.38,140.93
T0033927,C004391,2021-01-13,Mobile,Completed,409.91,178.71,231.20000000000002
T0003978,C008050,2021-01-13,Partner,Completed,324.09,108.83,215.26
T0045644,C009385,2021-01-13,Store,Completed,54.37,31.31,23.06
T0044484,C009332,2021-01-13,Web,Completed,437.73,266.8,170.93
T0043870,C009686,2021-01-13,Store,Cancelled,113.01,47.01,66.0
T0039366,C007169,2021-01-13,Store,Completed,465.82,322.81,143.01
T0018495,C001486,2021-01-13,Mobile,Completed,173.17,57.73,115.44
T0015049,C005008,2021-01-13,Web,Completed,63.1,24.86,38.24
T0027093,C004889,2021-01-13,Mobile,Completed,467.91,274.62,193.29000000000002
T0023894,C009219,2021-01-13,Web,Returned,340.94,224.96,115.97999999999999
T0018640,C002423,2021-01-13,Web,Completed,239.67,117.7,121.96999999999998
T0019507,C002340,2021-01-13,Mobile,Completed,388.47,157.37,231.10000000000002
T0030809,C001061,2021-01-13,Mobile,Completed,70.19,23.74,46.45
T0048722,C006131,2021-01-13,Store,Returned,58.36,22.44,35.92
T0037157,C007489,2021-01-13,Mobile,Completed,277.74,180.11,97.63
T0016750,C009546,2021-01-13,Mobile,Completed,478.58,300.54,178.03999999999996
T0043488,C009649,2021-01-14,Web,Completed,194.25,87.04,107.21
T0045745,C003072,2021-01-14,Partner,Completed,400.89,133.88,267.01
T0036528,C004127,2021-01-14,Store,Cancelled,89.91,55.73,34.18
T0012157,C002762,2021-01-14,Mobile,Completed,253.01,171.69,81.32
T0014064,C004753,2021-01-14,Web,Returned,154.09,73.7,80.39
T0034293,C005319,2021-01-14,Mobile,Completed,198.22,98.86,99.36
T0018076,C008565,2021-01-14,Mobile,Completed,184.14,92.59,91.54999999999998
T0048469,C000787,2021-01-14,Web,Completed,115.17,49.82,65.35
T0014888,C000053,2021-01-14,Web,Completed,48.72,15.52,33.2
T0041214,C007835,2021-01-14,Web,Completed,160.67,109.8,50.86999999999999
T0034012,C001192,2021-01-14,Web,Completed,201.47,122.09,79.38
T0000710,C002347,2021-01-14,Mobile,Completed,354.04,238.22,115.82000000000002
T0044988,C009562,2021-01-14,Web,Returned,309.91,169.67,140.24000000000004
T0009715,C006009,2021-01-14,Web,Completed,358.8,234.4,124.4
T0003788,C004270,2021-01-14,Web,Returned,223.93,85.2,138.73000000000002
T0044064,C009572,2021-01-14,Mobile,Completed,186.63,75.4,111.22999999999999
T0034034,C000375,2021-01-14,Web,Completed,285.34,99.23,186.10999999999996
T0038888,C002961,2021-01-14,Store,Completed,457.83,296.08,161.75
T0015699,C002138,2021-01-14,Store,Completed,46.8,24.14,22.659999999999997
T0000919,C005888,2021-01-14,Mobile,Completed,139.42,91.27,48.14999999999999
T0032505,C004901,2021-01-14,Web,Cancelled,436.66,204.3,232.36
T0015440,C001954,2021-01-14,Web,Completed,102.24,40.08,62.16
T0014545,C003028,2021-01-14,Mobile,Completed,245.65,119.83,125.82000000000001
T0014492,C000410,2021-01-15,Store,Completed,271.08,96.06,175.01999999999998
T0044173,C006046,2021-01-15,Partner,Returned,54.48,29.83,24.65
T0005859,C008906,2021-01-15,Web,Returned,347.67,241.0,106.67000000000002
T0005631,C004290,2021-01-15,Mobile,Completed,108.97,50.68,58.29
T0000507,C004273,2021-01-15,Mobile,Completed,372.99,255.76,117.23000000000002
T0024399,C007741,2021-01-15,Web,Completed,163.97,75.81,88.16
T0009009,C009508,2021-01-15,Mobile,Completed,75.99,36.87,39.12
T0044087,C000847,2021-01-15,Store,Completed,85.01,31.36,53.650000000000006
T0002134,C000332,2021-01-15,Web,Completed,293.13,133.85,159.28
T0006050,C004385,2021-01-15,Partner,Returned,332.19,103.24,228.95
T0019062,C006080,2021-01-15,Mobile,Completed,170.8,110.88,59.920000000000016
T0022351,C005555,2021-01-15,Mobile,Completed,380.52,201.86,178.65999999999997
T0006999,C008411,2021-01-15,Web,Completed,486.68,223.34,263.34000000000003
T0001112,C000771,2021-01-15,Web,Completed,17.89,6.36,11.530000000000001
T0028322,C005701,2021-01-15,Mobile,Returned,489.28,277.66,211.61999999999995
T0038812,C001518,2021-01-16,Web,Completed,243.6,92.43,151.17
T0005035,C004226,2021-01-16,Mobile,Completed,66.8,24.3,42.5
T0030650,C006367,2021-01-16,Store,Returned,335.88,209.37,126.50999999999999
T0041860,C009817,2021-01-16,Partner,Completed,361.88,186.09,175.79
T0017018,C008971,2021-01-16,Mobile,Completed,80.53,31.21,49.32
T0011188,C002294,2021-01-16,Mobile,Cancelled,110.97,70.03,40.94
T0049583,C001825,2021-01-16,Partner,Completed,180.57,104.52,76.05
T0009034,C005050,2021-01-16,Mobile,Completed,136.83,91.31,45.52000000000001
T0021680,C004732,2021-01-16,Mobile,Completed,64.24,20.91,43.33
T0039739,C003198,2021-01-16,Web,Completed,398.21,173.11,225.09999999999997
T0031404,C005711,2021-01-16,Web,Completed,289.0,98.08,190.92000000000002
T0006874,C004513,2021-01-16,Web,Completed,125.95,39.81,86.14
T0036439,C001661,2021-01-16,Partner,Completed,198.85,138.55,60.29999999999998
T0039515,C001272,2021-01-16,Store,Cancelled,107.98,55.79,52.190000000000005
T0049082,C006547,2021-01-17,Web,Completed,317.01,200.18,116.82999999999998
T0000912,C000328,2021-01-17,Store,Completed,484.22,154.01,330.21000000000004
T0038395,C006188,2021-01-17,Web,Completed,17.83,5.71,12.119999999999997
T0012360,C004278,2021-01-17,Store,Completed,104.87,44.72,60.150000000000006
T0000273,C008807,2021-01-17,Store,Completed,402.4,260.64,141.76
T0026190,C005735,2021-01-17,Mobile,Returned,14.14,6.73,7.41
T0024683,C007723,2021-01-17,Store,Completed,462.73,166.21,296.52
T0004035,C002610,2021-01-17,Web,Completed,231.58,125.51,106.07000000000001
T0002789,C002420,2021-01-17,Mobile,Completed,381.12,236.65,144.47
T0006967,C007304,2021-01-17,Web,Completed,254.12,99.57,154.55
T0021056,C001610,2021-01-17,Web,Completed,459.88,250.45,209.43
T0013851,C005117,2021-01-17,Store,Completed,347.96,192.16,155.79999999999998
T0011577,C003037,2021-01-18,Web,Returned,178.05,120.47,57.58000000000001
T0021417,C002803,2021-01-18,Web,Completed,458.01,185.18,272.83
T0026226,C000428,2021-01-18,Web,Completed,299.8,119.04,180.76
T0038153,C006050,2021-01-18,Mobile,Completed,454.85,246.31,208.54000000000002
T0028068,C007934,2021-01-18,Mobile,Completed,491.62,166.75,324.87
T0016872,C007275,2021-01-18,Mobile,Completed,134.05,62.21,71.84
T0040153,C003619,2021-01-18,Web,Completed,427.33,270.65,156.68
T0049690,C002278,2021-01-18,Web,Returned,264.63,86.34,178.29
T0024588,C003616,2021-01-18,Mobile,Completed,57.59,26.99,30.600000000000005
T0010406,C002643,2021-01-18,Store,Cancelled,360.73,129.34,231.39000000000001
T0010024,C000329,2021-01-18,Mobile,Completed,331.85,134.79,197.06000000000003
T0025457,C008522,2021-01-18,Mobile,Returned,499.74,198.39,301.35
T0001077,C002123,2021-01-18,Web,Completed,347.32,159.57,187.75
T0038212,C004941,2021-01-18,Web,Completed,464.52,217.66,246.85999999999999
T0008811,C001400,2021-01-18,Web,Completed,117.91,37.66,80.25
T0026656,C009233,2021-01-18,Web,Returned,76.79,40.13,36.660000000000004
T0010372,C004242,2021-01-18,Store,Completed,185.4,98.05,87.35000000000001
T0040534,C009883,2021-01-18,Web,Completed,235.15,105.52,129.63
T0021122,C001886,2021-01-18,Store,Completed,292.97,113.96,179.01000000000005
T0029520,C006461,2021-01-18,Web,Cancelled,324.73,99.71,225.02000000000004
T0031616,C000348,2021-01-18,Store,Completed,91.09,61.83,29.260000000000005
T0003369,C000096,2021-01-18,Web,Completed,22.01,8.56,13.450000000000001
T0039746,C008702,2021-01-19,Partner,Cancelled,175.98,80.71,95.27
T0015295,C006556,2021-01-19,Web,Completed,34.65,23.39,11.259999999999998
T0025039,C004884,2021-01-19,Web,Returned,452.2,292.94,159.26
T0042437,C009321,2021-01-19,Web,Cancelled,99.64,56.21,43.43
T0001330,C007610,2021-01-19,Web,Completed,297.14,192.08,105.05999999999997
T0015643,C001498,2021-01-19,Mobile,Completed,210.44,77.08,133.36
T0037398,C007401,2021-01-19,Web,Cancelled,193.67,114.56,79.10999999999999
T0026007,C000364,2021-01-19,Mobile,Completed,465.63,274.82,190.81
T0043933,C004590,2021-01-19,Store,Cancelled,417.22,180.04,237.18000000000004
T0002818,C009523,2021-01-19,Store,Completed,386.48,116.12,270.36
T0020843,C005156,2021-01-19,Web,Completed,348.71,224.93,123.77999999999997
T0042522,C004534,2021-01-19,Store,Returned,271.22,131.97,139.25000000000003
T0036214,C001662,2021-01-19,Mobile,Completed,164.28,49.64,114.64
T0034670,C006584,2021-01-19,Partner,Completed,73.33,28.72,44.61
T0014140,C001523,2021-01-19,Web,Completed,21.23,10.53,10.700000000000001
T0023117,C006290,2021-01-19,Partner,Returned,28.35,15.07,13.280000000000001
T0039800,C006717,2021-01-19,Web,Cancelled,257.74,152.69,105.05000000000001
T0044215,C009382,2021-01-19,Partner,Completed,39.92,16.8,23.12
T0017287,C004123,2021-01-20,Mobile,Completed,301.27,93.79,207.47999999999996
T0045571,C006009,2021-01-20,Web,Completed,366.39,222.67,143.72
T0029127,C002259,2021-01-20,Store,Completed,30.26,19.38,10.880000000000003
T0027585,C004155,2021-01-20,Store,Cancelled,263.24,151.12,112.12
T0040047,C004876,2021-01-20,Web,Returned,309.87,140.9,168.97
T0004227,C009158,2021-01-20,Partner,Completed,102.78,42.4,60.38
T0032802,C003756,2021-01-20,Web,Cancelled,30.49,16.04,14.45
T0036854,C001297,2021-01-20,Mobile,Completed,252.14,120.04,132.09999999999997
T0025368,C002960,2021-01-20,Mobile,Completed,148.78,63.36,85.42
T0047746,C001941,2021-01-20,Web,Completed,90.3,52.66,37.64
T0027267,C008931,2021-01-20,Partner,Completed,431.92,135.04,296.88
T0003275,C001475,2021-01-20,Web,Completed,417.92,185.23,232.69000000000003
T0007925,C003264,2021-01-20,Mobile,Completed,349.57,222.26,127.31
T0042881,C003571,2021-01-20,Mobile,Completed,385.65,178.4,207.24999999999997
T0004190,C000018,2021-01-21,Mobile,Completed,234.34,145.17,89.17000000000002
T0032901,C004734,2021-01-21,Mobile,Returned,362.54,109.41,253.13000000000002
T0005636,C001666,2021-01-21,Store,Completed,441.53,214.71,226.81999999999996
T0022800,C006665,2021-01-21,Web,Completed,242.39,78.64,163.75
T0008575,C006779,2021-01-21,Store,Completed,39.07,18.87,20.2
T0025977,C006606,2021-01-21,Web,Returned,26.03,13.68,12.350000000000001
T0006289,C005857,2021-01-21,Web,Completed,128.21,52.38,75.83000000000001
T0000087,C006925,2021-01-21,Mobile,Returned,463.84,248.66,215.17999999999998
T0021954,C001398,2021-01-21,Partner,Completed,188.68,76.13,112.55000000000001
T0040030,C001750,2021-01-21,Mobile,Completed,236.82,123.12,113.69999999999999
T0004504,C006177,2021-01-21,Store,Completed,402.2,186.88,215.32
T0049914,C007501,2021-01-21,Mobile,Completed,363.87,129.32,234.55
T0009208,C000470,2021-01-21,Web,Completed,109.71,60.87,48.839999999999996
T0044713,C009883,2021-01-21,Web,Completed,162.77,75.14,87.63000000000001
